usage_row_index,source_id,source_row_index,record_id,text_row_index,text_id,text_sha256
187,positivos,187,CAP-V2_038-TPL_03,187,TXT-0188,bae5c3c299a599d91ca14eed3e56185d89fb84d696b44bb7d13b6710aaee8edc
188,positivos,188,CAP-V2_038-TPL_04,188,TXT-0189,de724b7897a0b77b6c08fa66ee6ae753f27cf3bbb39e554165d624f0c4050d59
189,positivos,189,CAP-V2_038-TPL_05,189,TXT-0190,6c8c8204a30ed3f82dac97b2823cc61b7465830f634d85e31420a30cce058e30
190,positivos,190,CAP-V2_039-TPL_01,190,TXT-0191,3087651e8e65d01367942d9bf9777f1640e9bb2dbea74741258efdb516d700ea
191,positivos,191,CAP-V2_039-TPL_02,191,TXT-0192,b0f3de6732fcd576651edd608439a9989c4410f4c3a1642c8f4b01a54edeeb06
192,positivos,192,CAP-V2_039-TPL_03,192,TXT-0193,c2e298716a363c6388dd8479f333bdf5fff51d111d36397585a3528bf134565b
193,positivos,193,CAP-V2_039-TPL_04,193,TXT-0194,ea772dad5ad1a2e6edd16ecf14d6190790739727ddebd57ba24f943db699e2b5
194,positivos,194,CAP-V2_039-TPL_05,194,TXT-0195,cc4232aa75e9e993226aaa0b818bfce78db21c6d60db7f34644811b424dd5c10
195,positivos,195,CAP-V2_040-TPL_01,195,TXT-0196,1f462166cf8a7691ba722bbc9556479c452e7156ed974dc177cad9c91f4400b6
196,positivos,196,CAP-V2_040-TPL_02,196,TXT-0197,ac032c15cc76e58c0b8bf8658cb77d8c00c20fba14bfe5a6960903b7548abb6a
197,positivos,197,CAP-V2_040-TPL_03,197,TXT-0198,916dfa93097642db2d55829b8bb8cf9d0f0555316c345b6701649d046198164f
198,positivos,198,CAP-V2_040-TPL_04,198,TXT-0199,dfb3b03189baf3489d38688af632f3971896fc46ade0faaefa0e356a644018d4
199,positivos,199,CAP-V2_040-TPL_05,199,TXT-0200,77593100cc99dc97409153412ef31a02fc8b63fe37180241a8418fb50c02d2b5
200,positivos,200,CAP-V2_041-TPL_01,200,TXT-0201,c60b8c606a3ff5bdf5529ba8bf73574360bac5e286140c561cc562573207af94
201,positivos,201,CAP-V2_041-TPL_02,201,TXT-0202,09d54566aed7a38732653d919bdc9e36b9f7759fc10bc0b1850bf50e9ba723ac
202,positivos,202,CAP-V2_041-TPL_03,202,TXT-0203,afc332c550e73df79a640139735ecbae530e500b2934a53ec0bedcded8bfbd91
203,positivos,203,CAP-V2_041-TPL_04,203,TXT-0204,26e3f0dce9fc0580a18d4902718f9288fa8bfa4d8d8ca2fd32bb613f934d365c
204,positivos,204,CAP-V2_041-TPL_05,204,TXT-0205,8bf44d6977022de181a9d9eb7e8879fd134eb5324ee90ba4071d1f52572e2908
205,positivos,205,CAP-V2_042-TPL_01,205,TXT-0206,70c2544b4163e555da9186db77dd9f9bb946d413a2eb437ceda65f14677f27ef
206,positivos,206,CAP-V2_042-TPL_02,206,TXT-0207,47a9286418c514e962a1969f2532d7fca5b9130d9e9602cbb5c608f8730a41cc
207,positivos,207,CAP-V2_042-TPL_03,207,TXT-0208,11061a575400d1d87016258e427e639e41f881abe13a3d145328120657394f8e
208,positivos,208,CAP-V2_042-TPL_04,208,TXT-0209,894f4500e46e5fd75ff1d2fbefeeb1261703aaf0f2f45c5dcfe4fa7a4fad1881
209,positivos,209,CAP-V2_042-TPL_05,209,TXT-0210,7e339a817b63e10987098ab65fe3e81af37be3cb478b49d914e94042db2241cb
210,positivos,210,CAP-V2_043-TPL_01,210,TXT-0211,f4cc115002cf51ad1cc0d526932ea10e5d138d19577da83950471d8c71479722
211,positivos,211,CAP-V2_043-TPL_02,211,TXT-0212,84e7a53a6c55c6ed91aa400d5e2bd11129333fc4e97002affa4740256455fe49
212,positivos,212,CAP-V2_043-TPL_03,212,TXT-0213,89ce9ba3bd84c9b3490aed0442784a0c4bd9617736821f236f480037b14fcc73
213,positivos,213,CAP-V2_043-TPL_04,213,TXT-0214,c846d21b237476e44336f78283161fd4b1863d70a79ff25fa8010f20cddcb504
214,positivos,214,CAP-V2_043-TPL_05,214,TXT-0215,973b67085e1b75077398252967070ec1705a1238d67b72f594e501e6c307d57b
215,positivos,215,CAP-V2_044-TPL_01,215,TXT-0216,c68e76bb0dc9a71280de37bca17e98a2e4721106626878c46ad86ef8d2942c85
216,positivos,216,CAP-V2_044-TPL_02,216,TXT-0217,b4394e228a6202d1ecd8547de025fd58337eed75a97e14e078264b1c5922ab56
217,positivos,217,CAP-V2_044-TPL_03,217,TXT-0218,b44b3cfb0ab5c9c8a21bd093719970860c04d151f8610392548ba89db86af939
218,positivos,218,CAP-V2_044-TPL_04,218,TXT-0219,fce0f93c411de479e76af73669d65c861acebb93f27023366164efb75a5d1e36
219,positivos,219,CAP-V2_044-TPL_05,219,TXT-0220,2f116656c83408f165c252df16ab671fe9c022debff75e6ea432e48d30c02d5d
220,positivos,220,CAP-V2_045-TPL_01,220,TXT-0221,ffa3b35e1620293ad83ed6a0a85b0155ca08a415cc1d6866f47a06183b442c40
221,positivos,221,CAP-V2_045-TPL_02,221,TXT-0222,9af486899fe257ffbb3c33b58bfd6c9bf0b0349ade65c79699794e580a188271
222,positivos,222,CAP-V2_045-TPL_03,222,TXT-0223,e572660a8d24811b9befe904ab9e82af54f3aa0a8ae42c843e2320f11efad8a7
223,positivos,223,CAP-V2_045-TPL_04,223,TXT-0224,a9afaff7fd8772188577ab1cbf197d4e1b5ebadb94051ff31d5f3c3498ffda12
224,positivos,224,CAP-V2_045-TPL_05,224,TXT-0225,da49bbeb80c1d3d7c0b884c005f37410bebae2b4b19f946a40782ecf32c6883b
225,positivos,225,CAP-V2_046-TPL_01,225,TXT-0226,8458cda99f235a09333259dd1804143d78b84949e28014c0c3399491847b0f9a
226,positivos,226,CAP-V2_046-TPL_02,226,TXT-0227,f43f627e47e6a093cc5c1b4ba38f4bb813e5c6f40487261dc130cda14fe1eeda
227,positivos,227,CAP-V2_046-TPL_03,227,TXT-0228,14cfbd2da88332b5525b0c3aa8c5861c776b1cd02ada07a1f65a70b6c6bdb3ca
228,positivos,228,CAP-V2_046-TPL_04,228,TXT-0229,e8d5f2b7c0fe731bb7fd3dcb1bda0f9c6ed4eeab82f18a015f06f77e656ffe18
229,positivos,229,CAP-V2_046-TPL_05,229,TXT-0230,c7040f79fada6b33f0645148448a1dbc0744e867fc6e083b83f3b8a289f49407
230,positivos,230,CAP-V2_047-TPL_01,230,TXT-0231,a3febae583d475fbb0e1fb7daf417fe57d0300d291691336fca53771173e0833
231,positivos,231,CAP-V2_047-TPL_02,231,TXT-0232,831282827f7088578424c5c555425a724ece299c677b16c1d13b0c4bf11123b6
232,positivos,232,CAP-V2_047-TPL_03,232,TXT-0233,d00daa35fb63d03982543847b925329c968f3c75e84e91990d1b8810012b89bf
233,positivos,233,CAP-V2_047-TPL_04,233,TXT-0234,f3d090b38fdd657dea42cb7c6dff37286ef4e77f9e5e7489221fe75be2e82c7f
234,positivos,234,CAP-V2_047-TPL_05,234,TXT-0235,c9fa96f3b66a0a6229eba889f8312b43fc6fcf3285f5955ae4b727c92314acc1
235,positivos,235,CAP-V2_048-TPL_01,235,TXT-0236,9db3f3d330a54ba166b679a1fbedbea2905f22cd717ece391b8c80d973966920
236,positivos,236,CAP-V2_048-TPL_02,236,TXT-0237,68d478948352b46d62fa354bc7b76f642d1a5f6ac3a7546754b1e72ac9920484
237,positivos,237,CAP-V2_048-TPL_03,237,TXT-0238,268362ff1f609290d708197b7e7a596bd4f0121d3d0c0f08f5c262e2e1aa86c6
238,positivos,238,CAP-V2_048-TPL_04,238,TXT-0239,19a1439ad1331f081b83830325291dbb8d21571286385514100a179b852723ef
239,positivos,239,CAP-V2_048-TPL_05,239,TXT-0240,1c40c12c07f41458c86249aca8973e456109bc1059d4b2c16815866cffa635e1
240,positivos,240,CAP-V2_049-TPL_01,240,TXT-0241,d93991e1a84f4831cd5c46f044fcabbc1c2d5a2c65770d3070dd086f9e809c59
241,positivos,241,CAP-V2_049-TPL_02,241,TXT-0242,45c55d3500874f4cbb8235872734ce6bf2d3df68aed37f7f98c133a862d101c4
242,positivos,242,CAP-V2_049-TPL_03,242,TXT-0243,ca5d18c49770a79ef020c5310f459762ac5d900bfa50f255a307f13ee5755f42
243,positivos,243,CAP-V2_049-TPL_04,243,TXT-0244,d81bc784939dccadead149af7752e2c6c077db957ecaefbfd489aef103a3335f
244,positivos,244,CAP-V2_049-TPL_05,244,TXT-0245,5ce3f8d17f4b0d4b7556c4ea3c2bc07f3d00d72680f77952c98884b0602005c4
245,positivos,245,CAP-V2_050-TPL_01,245,TXT-0246,eadccd64750d26774289758cf5bf605c36c4fc1ea79af7cb9ef1c4cc72424520
246,positivos,246,CAP-V2_050-TPL_02,246,TXT-0247,90318ecf8707993114f1a1f89f898da8bbcfbe36aded0d9f742b6a8e8c53e3c6
247,positivos,247,CAP-V2_050-TPL_03,247,TXT-0248,57f3de06a6fc47323f090df073f63988581ca18ad064838b8f51412d1e3e769b
248,positivos,248,CAP-V2_050-TPL_04,248,TXT-0249,853e75bfa52d14ec90895a9344c3ed88c0317436d231a5c02bcdf45c6adaa541
249,positivos,249,CAP-V2_050-TPL_05,249,TXT-0250,5d0d5c9731bf5c1258913d45ddf440f2af1e83a373678b5511ca5c4ff4b8ec4f
250,positivos,250,CAP-V2_051-TPL_01,250,TXT-0251,64b08b926cd2d739b7787d2d5da8946bc0a18259e95d0d7a8e87150477df66e1
251,positivos,251,CAP-V2_051-TPL_02,251,TXT-0252,09994f522bfb1340b504263f2447b0ac07fbf1a85f76d4d98b7e3220a7f5017d
252,positivos,252,CAP-V2_051-TPL_03,252,TXT-0253,d5624778640643838c694f422c04bdcc6a6f023e15d9101ba4fdf9e3efb45231
253,positivos,253,CAP-V2_051-TPL_04,253,TXT-0254,1627b05168b622c6d7adf8a02393a406006f0238dd80d40b1e9cbc8553ce563a
254,positivos,254,CAP-V2_051-TPL_05,254,TXT-0255,47e98d0a42e626f6e6e35c7480829ff22076fda834382c9e12bb74c5dbba209a
255,positivos,255,CAP-V2_052-TPL_01,255,TXT-0256,78d65f3512d411f48ec934eebca7aeb660eb06be3912d44a1b7a96807c642b87
256,positivos,256,CAP-V2_052-TPL_02,256,TXT-0257,fee15f0b03ea63c05b6dcde0fe13852af5d376b8b34b5cc94270c1b1a2417850
257,positivos,257,CAP-V2_052-TPL_03,257,TXT-0258,16625e06b3f5388d3e3cec12fb81bb4db4fa15875a9a9f92a281381d9cd2d459
258,positivos,258,CAP-V2_052-TPL_04,258,TXT-0259,da6ab20fb88f03ead1fc9e3e2a8f511836217a4095254e9e2008f4bb84f84a69
259,positivos,259,CAP-V2_052-TPL_05,259,TXT-0260,d8837e7392912e6bfcf1919b589b1e5cdcdea0baa4ccda65c12107ddb48f6c75
260,positivos,260,CAP-V2_053-TPL_01,260,TXT-0261,dd04b21f1a98658a1b12b9bad10754851cd8c71b7a9e1c24d07b5b5456ff3a53
261,positivos,261,CAP-V2_053-TPL_02,261,TXT-0262,8d0cc8257aaad983f3a637b6bb0586a4d2095a8a68f503c775f77678bfdb0508
262,positivos,262,CAP-V2_053-TPL_03,262,TXT-0263,9b304526aa85d552bad8359ba3ad50263ee36bae8bfb7cea3bd8d3b8279852bf
263,positivos,263,CAP-V2_053-TPL_04,263,TXT-0264,bcfe2d942e04837e2b79107fed84811406bb99510555bf83d51365c7d67600d9
264,positivos,264,CAP-V2_053-TPL_05,264,TXT-0265,82fb0147b7e4e7efb98377ed3edee84ab58202d36319240cb67d9ffe658c775b
265,positivos,265,CAP-V2_054-TPL_01,265,TXT-0266,ec24925ee257f9be1947a4c573c1e19d5b24be66e5a3d5d4222a2feca5ab46af
266,positivos,266,CAP-V2_054-TPL_02,266,TXT-0267,e2f2d62da6a663d6fef076ee1d80771ba40bdba01e82e149e25e93d2e929097a
267,positivos,267,CAP-V2_054-TPL_03,267,TXT-0268,77302a150e1895b1d5101f8f21b46b9184bffd56dbe8ca02937f2c5684710828
268,positivos,268,CAP-V2_054-TPL_04,268,TXT-0269,f085dfd31b9f08bead8f3858c7f427457a9385afd278856348994fc4f62f6e9b
269,positivos,269,CAP-V2_054-TPL_05,269,TXT-0270,0a8adda82e6c9d89655ef6528363dce56ab449b8d4fd8fc19842dfe32399e91b
270,positivos,270,CAP-V2_055-TPL_01,270,TXT-0271,96e1778a99b2fe138ff5de51396173808abc7fb76f1b0d89fa549f079c7f3e7b
271,positivos,271,CAP-V2_055-TPL_02,271,TXT-0272,528a9b9f39c6d1163b4f15262d4e482603a1d56a4a8bda3b66bc416b2d6785d2
272,positivos,272,CAP-V2_055-TPL_03,272,TXT-0273,7630e450339c71cb83b66d746aef1745dc4de1c8d148e4dcb84403ab0dc58027
273,positivos,273,CAP-V2_055-TPL_04,273,TXT-0274,d5dea56b49af289504ef900b202ed785f6f319209b802b34098575482523f922
274,positivos,274,CAP-V2_055-TPL_05,274,TXT-0275,55fc0cd500969b5e1dbadc9ed0ef2a9368f6513aae72a1ffcf7cf0246120ab5e
275,positivos,275,CAP-V2_056-TPL_01,275,TXT-0276,0354aa04d6974f417ae5f303d74c668b9a4f4dcccbca7a2a9d2ff4ba410b41d4
276,positivos,276,CAP-V2_056-TPL_02,276,TXT-0277,fdfce45c00ad62bfcf39ae453fc20db043125e630026fd24643edfa7afb89bac
277,positivos,277,CAP-V2_056-TPL_03,277,TXT-0278,10287358256b563d1b85a5f33097a09d878333331074fe05b6d0132f9554cb9c
278,positivos,278,CAP-V2_056-TPL_04,278,TXT-0279,2ad99c620f0328be96d1664805bc3f0b0f35fb8cbbd0fb8968acd20eb793ba43
279,positivos,279,CAP-V2_056-TPL_05,279,TXT-0280,f81f0c8bb52be2e32a2c7496a3253df249133afeb4528f6e95d6c4baca046e87
280,sin_color,0,SCAP-A3FE31524DCA0243-TPL_01,280,TXT-0281,3e3189d59d699cf43d04f8b6e1c08ebfd0ef762bad82ae02abd844d05e204f66
281,sin_color,1,SCAP-A3FE31524DCA0243-TPL_02,281,TXT-0282,715539009ad80a747bc2d97afa186b1be8b99b1462125a1cf323898dbc2257f4
282,sin_color,2,SCAP-A3FE31524DCA0243-TPL_03,282,TXT-0283,26f4998c3e987cc28e4410a180f559e17c4e78786db4d7476eae7ff4f87bc4b8
283,sin_color,3,SCAP-A3FE31524DCA0243-TPL_04,283,TXT-0284,8ec99bf8895d263e5e881cfa7098cf6dc00a54796680ca5bd7ec250a1617280d
284,sin_color,4,SCAP-A3FE31524DCA0243-TPL_05,284,TXT-0285,a8b150c80abce8ec590d568f137a352a45ee1291576bbf31e73ca6d92f83e168
285,sin_color,5,SCAP-390DD4719A974C7E-TPL_01,285,TXT-0286,2e85a00407eadfb4291b33933dd206876299f3a5bc52028a4f061e868c4a8396
286,sin_color,6,SCAP-390DD4719A974C7E-TPL_02,286,TXT-0287,2403990ee92539cc023d9fbee2c331f3522662536c7aa6d0037e7e7ed29eb538
287,sin_color,7,SCAP-390DD4719A974C7E-TPL_03,287,TXT-0288,fd5a33739487e36684f982fe3a95a411f3ed19ac9ed0cb2250599546de02833e
288,sin_color,8,SCAP-390DD4719A974C7E-TPL_04,288,TXT-0289,94a741ccac22af578da6524c222665f8a237d36a22384fdb19adf2bd20b0d625
289,sin_color,9,SCAP-390DD4719A974C7E-TPL_05,289,TXT-0290,f7d92c5d567cec45bee9237f4a96bf43fa65ab6262f46a9b0faa3a7e436ed4ac
290,sin_color,10,SCAP-83B17E3514D80A83-TPL_01,290,TXT-0291,24df3ced46b380101d4ca71c5032213e024894ea72f086fa420d420a32ad1762
291,sin_color,11,SCAP-83B17E3514D80A83-TPL_02,291,TXT-0292,a74e0ca871bb00212280ec2e81efc2082c5001adbdbed345f824b5c1143ecbf9
292,sin_color,12,SCAP-83B17E3514D80A83-TPL_03,292,TXT-0293,a73410cf451f2db76652c13e0de262f1059aff505fdfba982d6da359e43a7744
293,sin_color,13,SCAP-83B17E3514D80A83-TPL_04,293,TXT-0294,5e204ce0315d407e2f2a1764eb13cff491d8b71ccda55e1b6f779bf8d1333828
294,sin_color,14,SCAP-83B17E3514D80A83-TPL_05,294,TXT-0295,29f091d737d6cc60053f9e035e4f45ffaa95112e9926b5be0b8e2102269a4253
295,sin_color,15,SCAP-32D96D397FD7BD30-TPL_01,295,TXT-0296,3de5df1a4e79882e1fe557c015c6091b70d38f702d0333b14e76a66fca8ac973
296,sin_color,16,SCAP-32D96D397FD7BD30-TPL_02,296,TXT-0297,3ba8fe3347a57bae57c1a7ccb8845de8b35c0f667dfd61e68c6c3660568a193b
297,sin_color,17,SCAP-32D96D397FD7BD30-TPL_03,297,TXT-0298,fef5fc335a8a5e285e3450e2726a273f54f79eed7bf706f386d1b6decb00581d
298,sin_color,18,SCAP-32D96D397FD7BD30-TPL_04,298,TXT-0299,8c8dcd2444e664f3cee5387653372e59336a535216459307a1a70559516518bf
299,sin_color,19,SCAP-32D96D397FD7BD30-TPL_05,299,TXT-0300,9b6f6345a9257968f9a0d656fd863266010ce15596a073f6822f022fd0fc0245
300,sin_color,20,SCAP-EFDC071AF166C8C3-TPL_01,300,TXT-0301,854f753f1d4b2783741e9e1dcf51be24fd675c74117af460bb46047596f15ae6
301,sin_color,21,SCAP-EFDC071AF166C8C3-TPL_02,301,TXT-0302,909319f897f84bbbc6a8eba896a1f3a4c34b10b9b34ede22d2540306fc1e2dc0
302,sin_color,22,SCAP-EFDC071AF166C8C3-TPL_03,302,TXT-0303,45c38883379e275892409270afe235ea83ced49c457bc5ee4606bfe058b567b5
303,sin_color,23,SCAP-EFDC071AF166C8C3-TPL_04,303,TXT-0304,577e7bd9d2296a637b84ded93a0867b5628479dd233dbb11059470ae111bb045
304,sin_color,24,SCAP-EFDC071AF166C8C3-TPL_05,304,TXT-0305,ad26f4bd1ccb19c762a144f2a9978f30f6899b9b95790e5244d01aab97fc8cc3
305,sin_color,25,SCAP-7193EBD1DE12399C-TPL_01,305,TXT-0306,a51892de5983bac5b22465f343b14c0c513beea879e06a2c76ece51960cf67f7
306,sin_color,26,SCAP-7193EBD1DE12399C-TPL_02,306,TXT-0307,213f22a15f57a20fbe655acc147314ecb7a7694948bde8ec42ebedf363fa4db7
307,sin_color,27,SCAP-7193EBD1DE12399C-TPL_03,307,TXT-0308,916532410efd778a6528e2ae042c0e53dac9cc033fae22fabf743e07b6c13ab7
308,sin_color,28,SCAP-7193EBD1DE12399C-TPL_04,308,TXT-0309,97ba53fc44634843ac6a64c1e9b6533f4df3e42788682bad13eea0dae3fb48d9
309,sin_color,29,SCAP-7193EBD1DE12399C-TPL_05,309,TXT-0310,71f627adbe371ddde8242c18390bca4566b85e474e6f103b201609b3d1543596
310,sin_color,30,SCAP-DBE3E9729199A70D-TPL_01,310,TXT-0311,04b6936360292136927061ba5c021c9233919804bd4fdb694263405b32ebf05c
311,sin_color,31,SCAP-DBE3E9729199A70D-TPL_02,311,TXT-0312,42eac6dfb41dc922fd3905cd04144b73a527d454feffe277cc14a09ebf9f9a33
312,sin_color,32,SCAP-DBE3E9729199A70D-TPL_03,312,TXT-0313,30c457402636a43af4471dd0acb9f405cdfb456d9b08aec4d79529b408e86fd7
313,sin_color,33,SCAP-DBE3E9729199A70D-TPL_04,313,TXT-0314,818d3b6743f34dd75dd7c10aa64b8725cf165d337af857a0e0fff6282341509a
314,sin_color,34,SCAP-DBE3E9729199A70D-TPL_05,314,TXT-0315,ecb39cdd49a84790b4168b653ff3e94448a989f45cb6379d596d5656f0568443
315,sin_color,35,SCAP-74979A46916B9B50-TPL_01,315,TXT-0316,abf5fc120b6a68112eef0181e1ebef6833b1bfd82bce3c4c0ea7fcdc6300333c
316,sin_color,36,SCAP-74979A46916B9B50-TPL_02,316,TXT-0317,490d35b2f9e3f0a3e043699b09be64a258ebc6c8d97cddb0b6d948ea34b5ffa1
317,sin_color,37,SCAP-74979A46916B9B50-TPL_03,317,TXT-0318,61f35da0f7c2b0e5bbb198d4dd93a81d3978d3dd5510636efa04238b2a279ede
318,sin_color,38,SCAP-74979A46916B9B50-TPL_04,318,TXT-0319,0061355aee2c04fd4fd9d7136e33516ca58cdfece8cc7f2449949dceb05a8269
319,sin_color,39,SCAP-74979A46916B9B50-TPL_05,319,TXT-0320,472d115379ed3c9da886633b59565a00385be70d5932919f560c3b77d0be6b59
320,negativos_dificiles,0,HNC-V2_001-P01,320,TXT-0321,18884a42296a7da82c390b095e000d9099e481c8695a7f37a8e0b8f1278cb603
321,negativos_dificiles,1,HNC-V2_001-P02,0,TXT-0001,84e939eafb084dff790f0fdfd595d80103765300bc417b615c202737f4f6129c
322,negativos_dificiles,2,HNC-V2_001-P03,25,TXT-0026,37c6aa35b8bf15ef1b40b8c44f46fbadd2a5395736edae7ce78c85e8abf72787
323,negativos_dificiles,3,HNC-V2_001-P04,321,TXT-0322,5b423046487a71176f9b954501348bca8b75e2a6c9b34b63ef3ea1a8125d7d61
324,negativos_dificiles,4,HNC-V2_001-P05,322,TXT-0323,78f67ee93fdc17e8d043266f29cb991fd4a98ef1d45a578e0594de6ebe160d8d
325,negativos_dificiles,5,HNC-V2_002-P01,30,TXT-0031,7f8c12c6b6b9f23631236e8d578e793464df7022624cd580e5a3ee4793cfddb9
326,negativos_dificiles,6,HNC-V2_002-P02,323,TXT-0324,175a39cdfd6856e9edf96594476849d388633c2a89a965a5d5cfc60554e3cfb2
327,negativos_dificiles,7,HNC-V2_002-P03,324,TXT-0325,e8d155613f4428472513c332aa631db4d1388f45e70ffca2896dea77c5575863
328,negativos_dificiles,8,HNC-V2_002-P04,5,TXT-0006,5b0e7814b78265de3ce0a1cadc203e184565520ce0344033ed23b1e852e9ec43
329,negativos_dificiles,9,HNC-V2_002-P05,10,TXT-0011,58173b82a0b54909da8da67aeaf2bddb4e835cf84deb6c4fffec81e9e2b51c54
330,negativos_dificiles,10,HNC-V2_003-P01,10,TXT-0011,58173b82a0b54909da8da67aeaf2bddb4e835cf84deb6c4fffec81e9e2b51c54
331,negativos_dificiles,11,HNC-V2_003-P02,325,TXT-0326,e3c92080af968866d7e6ead4f5762f985c7d493845de741247fa8d818cbd7143
332,negativos_dificiles,12,HNC-V2_003-P03,326,TXT-0327,56d119ef76270429f79886559844187b0eb8d7b3986a7d26065aa93754ccad25
333,negativos_dificiles,13,HNC-V2_003-P04,15,TXT-0016,edb688349ab3fb3842bd0b03e1317b202fa6f7b67f5590c5802ee1e069685283
334,negativos_dificiles,14,HNC-V2_003-P05,327,TXT-0328,66b10f8d73fdced1919a2b75fe18f339cf174d68b379dc85fa11ffe3023e531f
335,negativos_dificiles,15,HNC-V2_004-P01,328,TXT-0329,8c03ab0a99daabf748cd476fafe241f3213d228b7ebebc791b103ecbcc269b23
336,negativos_dificiles,16,HNC-V2_004-P02,20,TXT-0021,adb2799492b9914413ea999edec58a5f53b8494a59aeba0ba4cc201449833575
337,negativos_dificiles,17,HNC-V2_004-P03,15,TXT-0016,edb688349ab3fb3842bd0b03e1317b202fa6f7b67f5590c5802ee1e069685283
338,negativos_dificiles,18,HNC-V2_004-P04,329,TXT-0330,2a30cea826a065b70ebe3c68b92d2c7627ecf89a04d8b5bc5b6dc86d3337a798
339,negativos_dificiles,19,HNC-V2_004-P05,40,TXT-0041,bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
340,negativos_dificiles,20,HNC-V2_005-P01,150,TXT-0151,4510181f3d572f5916240991ce97faa61283b0617927b7c6dce23528054a1d1b
341,negativos_dificiles,21,HNC-V2_005-P02,330,TXT-0331,817ad05eca1768cbd3d5cecdc4b29f1447c58530191a13ed03b2f85f7cfad2ec
342,negativos_dificiles,22,HNC-V2_005-P03,45,TXT-0046,551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
343,negativos_dificiles,23,HNC-V2_005-P04,331,TXT-0332,f387d73b5fd612a960d9b4715f0bd3afaa68889589981ba4c1011345a834c4e9
344,negativos_dificiles,24,HNC-V2_005-P05,20,TXT-0021,adb2799492b9914413ea999edec58a5f53b8494a59aeba0ba4cc201449833575
345,negativos_dificiles,25,HNC-V2_006-P01,332,TXT-0333,3457b4b6da87d49149ac3b3f204cd36271e3815591b1506e3f15c299f838ea51
346,negativos_dificiles,26,HNC-V2_006-P02,333,TXT-0334,7eda95871a54ce7ed6c3ac1835badac4050fbdb6155ecc6ccc05e6ec089fa6ca
347,negativos_dificiles,27,HNC-V2_006-P03,25,TXT-0026,37c6aa35b8bf15ef1b40b8c44f46fbadd2a5395736edae7ce78c85e8abf72787
348,negativos_dificiles,28,HNC-V2_006-P04,334,TXT-0335,17fabf668002b6d4c9ca4c185c0e961953b0b999183e8a0142b89221ab50a7ee
349,negativos_dificiles,29,HNC-V2_006-P05,335,TXT-0336,6c81281bf6c6ee1a09619580ba034b4156a86368facb447a287c793268c593f7
350,negativos_dificiles,30,HNC-V2_007-P01,336,TXT-0337,f3b1267bff4fc11337005df665e4681152463874cd05834f0df02915d6276cf8
351,negativos_dificiles,31,HNC-V2_007-P02,337,TXT-0338,f8da901fa8e5833dbdfe4a165f61c4b4807771c6b8d98370d941dbf1780ab091
352,negativos_dificiles,32,HNC-V2_007-P03,35,TXT-0036,dc95cbf8badee2b2fea8d2d26e3eeb726a78c4c1c4fb6e2f4c0af6ec52ea0d51
353,negativos_dificiles,33,HNC-V2_007-P04,338,TXT-0339,67544716790e2e1b48e25cd5c35d08e01e3709e0eb5da71724aa85a8831bc714
354,negativos_dificiles,34,HNC-V2_007-P05,30,TXT-0031,7f8c12c6b6b9f23631236e8d578e793464df7022624cd580e5a3ee4793cfddb9
355,negativos_dificiles,35,HNC-V2_008-P01,339,TXT-0340,280ef9b11f22b87d581bdef3ec92fb461134fb5d616773838add2de4a14a1334
356,negativos_dificiles,36,HNC-V2_008-P02,35,TXT-0036,dc95cbf8badee2b2fea8d2d26e3eeb726a78c4c1c4fb6e2f4c0af6ec52ea0d51
357,negativos_dificiles,37,HNC-V2_008-P03,40,TXT-0041,bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
358,negativos_dificiles,38,HNC-V2_008-P04,340,TXT-0341,389b90a47536426b5cdf8f8ab9ad8fbd399ac2238de305ebd28f4aed7a939b05
359,negativos_dificiles,39,HNC-V2_008-P05,341,TXT-0342,beebc628cf4212b55f3d7fd3ef5506dcd630c164b26f8614a602a4c66231e80a
360,negativos_dificiles,40,HNC-V2_009-P01,45,TXT-0046,551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
361,negativos_dificiles,41,HNC-V2_009-P02,342,TXT-0343,718066e98b37ce7726ddd38bf3964827dd29b10e7c5cbdfe422a1867341dc41c
362,negativos_dificiles,42,HNC-V2_009-P03,343,TXT-0344,5f20b2ac868850164b024da6abade2a3fb1f69e438fe1f8e711021c44729395f
363,negativos_dificiles,43,HNC-V2_009-P04,40,TXT-0041,bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
364,negativos_dificiles,44,HNC-V2_009-P05,344,TXT-0345,0501f192d9a0058f253ac034ffefbaee7d87ed8d29bd26b892c519f3558f6b01
365,negativos_dificiles,45,HNC-V2_010-P01,45,TXT-0046,551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
366,negativos_dificiles,46,HNC-V2_010-P02,345,TXT-0346,3e35bb506f6d03fe96d31a8d886383e121eb4f864493ff2d2458db942283f832
367,negativos_dificiles,47,HNC-V2_010-P03,346,TXT-0347,d57a8c3b02abec6e40546a7f960febb761c367bfb5df6e5f1063067b3a064bad
368,negativos_dificiles,48,HNC-V2_010-P04,347,TXT-0348,e1d5cdb6644f5691e99f4642a0e9ef5f1e0f21379e9bcd294cd000f71732a249
